Indice,nome,ref,design,Data,Quant,Eur,numero_de_cliente
228,"DAVID RUSSO, LDA",J.PEL007,ROBAN PASTA - 150GR,2023,1400,812,2714
229,"DAVID RUSSO, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2023,0,0,2714
230,"DAVID RUSSO, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,2714
231,"DAVID RUSSO, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2023,250,145,2714
232,"DAVID RUSSO, LDA",J.QM0035,DIPTRON RTU - 500ML,2023,24,119.52,2714
233,"DAVID RUSSO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2023,0,0,2714
234,"DAVID RUSSO, LDA",PAL.EUR.,EURO PALETE,2023,0,0,2714
235,"DINASTIA DO VENTO, LDA",J.DAY0009,NATURAMIN WSP-5KG,2023,0,0,21A
236,"DINASTIA DO VENTO, LDA",J.DAY0054,NATURHUMUS BIO-20LTº.,2023,0,0,21A
237,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.JOV00030,FERREX JARDIM - 300GR,2023,0,0,5662
238,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,5662
239,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2023,0,0,5662
240,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2023,0,0,5662
241,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,5662
242,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.QM0013,MASTERFLY - 1LT,2023,0,0,5662
243,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2023,0,0,5662
244,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",PAL.EUR.,EURO PALETE,2023,0,0,5662
245,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00020,FORMIGEL - 3UN,2023,24,58.48,4125
246,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00047,ZUM LACA - 300ML,2023,12,48.74,4125
247,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00048,ZUM VOADORES - 600ML,2023,12,35.91,4125
248,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00067,ZUM BARATAS GEL 10GR,2023,2,0,4125
249,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.KEY012,FLUROKEY - 100ML,2023,24,113.89,4125
250,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",TRANSP.MERC.,Transporte de Mercadorias,2023,1,12.54,4125
251,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,J.PEL006,RODEX TRIGO - 150GR,2023,0,0,5212
252,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,J.PEL007,ROBAN PASTA - 150GR,2023,0,0,5212
253,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,PAL.PQ,PALETE PEQUENA,2023,0,0,5212
254,"FERNANDES & SOUTO,  LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2023,30,367,16A
255,"FERNANDES & SOUTO,  LDA",J.DAY0096,CALCIFRUIT 1 LT,2023,12,58.49,16A
256,"FERNANDES & SOUTO,  LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,16A
257,"FERNANDES & SOUTO,  LDA",J.PEL007,ROBAN PASTA - 150GR,2023,0,0,16A
258,"FERNANDES & SOUTO,  LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,16A
259,"FERNANDES & SOUTO,  LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2023,0,0,16A
260,"FERNANDES & SOUTO,  LDA",TRANSP.MERC.,Transporte de Mercadorias,2023,0,0,16A
261,"FERTIDOURO, LDA",J.BIAG006,FOLI-STOP 1KG,2023,12,478.22,4883
262,"FERTIDOURO, LDA",J.DAY0003,KELPAK- 5 LTº.,2023,16,1244.81,4883
263,"FERTIDOURO, LDA",J.DAY0005,KELPAC -1LTº.,2023,24,409.21,4883
264,"FERTIDOURO, LDA",J.DAY0006,RETENOL-1LTº.,2023,24,424.76,4883
265,"FERTIDOURO, LDA",J.DAY0007,RETENOL-5LTº.,2023,25,19076,4883
266,"FERTIDOURO, LDA",J.DAY0008,NATURAMIN WSP-1KG,2023,20,426.87,4883
267,"FERTIDOURO, LDA",J.DAY0023,RETENOL - 20LTº.,2023,4,1105.34,4883
268,"FERTIDOURO, LDA",J.DAY0096,CALCIFRUIT 1 LT,2023,24,119.36,4883
269,"FERTIDOURO, LDA",J.DAY0097,CALCIFRUIT 20 LT,2023,4,217.73,4883
270,"FERTIDOURO, LDA",J.DAY0166,EFICAL WSP - 5KG,2023,40,1772.28,4883
271,"FERTIDOURO, LDA",J.DAY0171,NATURSAL EXPRESS-5LTº,2023,4,743,4883
272,"FERTIDOURO, LDA",J.JOV00030,FERREX JARDIM - 300GR,2023,0,0,4883
273,"FERTIDOURO, LDA",J.JOV00037,HARPUN - 100ML,2023,60,126.36,4883
274,"FERTIDOURO, LDA",J.JOV00058,ZUPRA CZ-20LT,2023,0,0,4883
275,"FERTIDOURO, LDA",J.JOV00073,CITROMAZINC - 5LT,2023,0,0,4883
276,"FERTIDOURO, LDA",J.JOV00083,KOSMET - 1LT,2023,48,673.6,4883
277,"FERTIDOURO, LDA",J.JOV00093,CLIN PLUS - 5LT,2023,0,0,4883
278,"FERTIDOURO, LDA",J.JOV00099,KUGEL EQUISETUM - 1LT,2023,0,0,4883
279,"FERTIDOURO, LDA",J.JOV00114,KUGEL EQUISETUM - 10LT,2023,0,0,4883
280,"FERTIDOURO, LDA",J.JOV00124,DIFENOFIN - 5LT,2023,0,0,4883
281,"FERTIDOURO, LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,4883
282,"FERTIDOURO, LDA",J.PEL007,ROBAN PASTA - 150GR,2023,0,0,4883
283,"FERTIDOURO, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,4883
284,"FERTIDOURO, LDA",J.QM0010,DIPTRON - 100ML,2023,24,248.29,4883
285,"FERTIDOURO, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2023,50,40.61,4883
286,"FERTIDOURO, LDA",J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2023,15,928.26,4883
287,"FERTIDOURO, LDA",J.QM0035,DIPTRON RTU - 500ML,2023,8,47.16,4883
288,"FERTIDOURO, LDA",J.ROT0005,MARISOL - 1LT,2023,12,159.41,4883
289,"FERTIDOURO, LDA",J.ROT0006,MARISOL - 5LT,2023,8,433.19,4883
290,"FERTIDOURO, LDA",J.SEIP010,NAPHOS - 5LT,2023,16,738.72,4883
291,"FERTIDOURO, LDA",J.SEIP031,AMICOS-SYSTEM - 5LT,2023,4,461.7,4883
292,"FERTIDOURO, LDA",PAL.EUR.,EURO PALETE,2023,0,0,4883
293,"FERTIDOURO, LDA",PAL.PQ,PALETE PEQUENA,2023,0,0,4883
294,"FRESH IN, LDA",J.JOV00047,ZUM LACA - 300ML,2023,120,387.6,15A
295,"FRESH IN, LDA",J.JOV00048,ZUM VOADORES - 600ML,2023,120,285.6,15A
296,"FRESH IN, LDA",J.QM0036,MASTERFLY - 520ML,2023,120,432,15A
297,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0005,KELPAC -1LTº.,2023,1,18,5648
298,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0006,RETENOL-1LTº.,2023,1,18.68,5648
299,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2023,1,12.48,5648
300,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0166,EFICAL WSP - 5KG,2023,1,46.77,5648
301,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00030,FERREX JARDIM - 300GR,2023,20,78.66,5648
302,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00051,FERREX JARDIM - 1KG,2023,12,113.37,5648
303,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2023,0,0,5648
304,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00116,ONI-ON - 1LT,2023,0,0,5648
305,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,5648
306,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.PEL007,ROBAN PASTA - 150GR,2023,210,170.57,5648
307,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.QM0010,DIPTRON - 100ML,2023,24,2383,5648
308,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.QM0013,MASTERFLY - 1LT,2023,0,0,5648
309,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2023,8,61.2,5648
310,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2023,48,145.69,5648
311,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2023,0,0,6539
312,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.BARC003,GLYFOFLASH XL - 20LT,2023,0,0,6539
313,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.JOV00116,ONI-ON - 1LT,2023,0,0,6539
314,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,6539
315,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL007,ROBAN PASTA - 150GR,2023,0,0,6539
316,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2023,0,0,6539
317,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,6539
318,"IRMÃOS PIRES - UNIPESSOAL, LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,13A
319,"IRMÃOS PIRES - UNIPESSOAL, LDA",J.PEL007,ROBAN PASTA - 150GR,2023,0,0,13A
320,"IRMÃOS PIRES - UNIPESSOAL, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,13A
321,"IRMÃOS PIRES - UNIPESSOAL, LDA",PAL.EUR.,EURO PALETE,2023,0,0,13A
322,J. & AMADO LDA.,J.BARC001,GLYFOFLASH XL - 1LT,2023,12,0,2758
323,J. & AMADO LDA.,J.BARC003,GLYFOFLASH XL - 20LT,2023,47,6110,2758
324,J. & AMADO LDA.,J.LIS0179,VEBITOX PASTA PLUS VERMELHA - 150GR,2023,108,131.22,2758
325,J. & AMADO LDA.,J.LIS0181,VEBITOX PELLET PLUS - 140GR,2023,48,54,2758
326,J. & AMADO LDA.,J.MV000002,TABERDOG CÃO COLEIRA ANTIP.-60CM,2023,96,259.7,2758
327,J. & AMADO LDA.,J.MV000010,SCALIBOR PB-48CM,2023,4,65.49,2758
328,J. & AMADO LDA.,J.MV000011,SCALIBOR PB-65CM,2023,8,139.63,2758
329,J. & AMADO LDA.,J.MV000232,TABERDOG COLEIRA CÃO PEQ ANTIP.-40CM,2023,12,29.92,2758
330,J. & AMADO LDA.,J.PEL006,RODEX TRIGO - 150GR,2023,0,0,2758
331,J. & AMADO LDA.,J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,2758
332,J. & AMADO LDA.,J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2023,8,61.2,2758
333,J. & AMADO LDA.,J.UNIV0015,"ARPON ""G"" - 100ML",2023,0,0,2758
334,J. & AMADO LDA.,J.UNIV0075,FIPON MONO GATOS,2023,24,53,2758
335,J. & AMADO LDA.,J.UNIV0076,FIPON MONO CÃO S,2023,84,206.5,2758
336,J. & AMADO LDA.,J.UNIV0077,FIPON MONO CÃO M,2023,36,99,2758
337,J. & AMADO LDA.,J.UNIV0078,FIPON MONO CÃO L,2023,84,276.5,2758
338,J. & AMADO LDA.,J.UNIV0079,FIPON MONO CÃO XL,2023,25,87.15,2758
339,J. & AMADO LDA.,J.UNIV0085,FIPON DUO CÃO S MONOPIPETA,2023,14,40.8,2758
340,J. & AMADO LDA.,J.UNIV0086,FIPON DUO CÃO M MONOPIPETA,2023,14,45.6,2758
341,J. & AMADO LDA.,J.UNIV0087,FIPON DUO CÃO L MONOPIPETA,2023,14,54.6,2758
342,J. & AMADO LDA.,J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2023,350,1448.99,2758
343,J. & AMADO LDA.,J.ZA00077,TOPAZE - 70 ML,2023,40,152.43,2758
344,J. & AMADO LDA.,J.ZA00078,TOPAZE - 1 LTº.,2023,12,601.24,2758
345,J. & AMADO LDA.,J.ZA00594,AMPLIGO - 20 ML,2023,72,318.4,2758
346,J. & AMADO LDA.,J.ZA00615,RIDOMIL 25 - 200GR,2023,50,479.86,2758
347,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00019,RATRAP KIT,2023,12,18.98,22A
348,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00020,FORMIGEL - 3UN,2023,12,29.24,22A
349,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00030,FERREX JARDIM - 300GR,2023,20,78.66,22A
350,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00047,ZUM LACA - 300ML,2023,24,97.48,22A
351,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00048,ZUM VOADORES - 600ML,2023,12,37.8,22A
352,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2023,0,0,22A
353,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2023,0,0,22A
354,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.KEY012,FLUROKEY - 100ML,2023,24,113.89,22A
355,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0013,MASTERFLY - 1LT,2023,36,202.5,22A
356,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2023,36,280.26,22A
357,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0035,DIPTRON RTU - 500ML,2023,8,47.16,22A
358,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0036,MASTERFLY - 520ML,2023,48,216,22A
359,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2023,48,145.69,22A
360,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",TRANSP.MERC.,Transporte de Mercadorias,2023,1,117,22A
361,"JARDINS DO CÔA UNIPESSOAL, LDA",J.KEY012,FLUROKEY - 100ML,2023,0,0,2813
362,"JDREAM,  LDA",J.DAY0009,NATURAMIN WSP-5KG,2023,0,0,21A
363,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2023,12,102.14,24A 
364,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00053,100 MOSCAS - 4x20gr,2023,6,39.16,24A 
365,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00054,100 MOSCAS - 240gr,2023,6,57.68,24A 
366,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2023,6,86.79,24A 
367,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.PEL004,VERTOX PELLET - 150GR,2023,140,105.58,24A 
368,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,24A 
369,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2023,0,0,24A 
370,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",PAL.EUR.,EURO PALETE,2023,0,0,24A 
371,JOÃO RODRIGUES,J.BARC001,GLYFOFLASH XL - 1LT,2023,0,0,5630
372,JOÃO RODRIGUES,J.BARC002,GLYFOFLASH XL - 5LT,2023,0,0,5630
373,JOÃO RODRIGUES,J.BARC003,GLYFOFLASH XL - 20LT,2023,1,155,5630
374,JOÃO RODRIGUES,J.ZA00011,TOUCHDOWN PREMIUM - 20 LT,2023,3,540.9,5630
375,JOÃO RODRIGUES,J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2023,150,621,5630
376,JOÃO RODRIGUES,J.ZA00077,TOPAZE - 70 ML,2023,100,3816,5630
377,JOÃO RODRIGUES,J.ZA00088,QUADRIS MAX -150 ML,2023,20,113.85,5630
378,JOÃO RODRIGUES,J.ZA00343,QUADRIS MAX - 1Lto,2023,0,0,5630
379,JOÃO RODRIGUES,J.ZA00558,KARATE ZEON + 1.5CS-100ML,2023,120,248.4,5630
380,JOÃO RODRIGUES,J.ZA00568,CARIAL FLEX - 60GR,2023,20,85.62,5630
381,JOÃO RODRIGUES,J.ZA00572,AMPEXIO - 50GR,2023,40,169.36,5630
382,JOÃO RODRIGUES,PAL.PQ,PALETE PEQUENA,2023,0,0,5630
383,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC001,GLYFOFLASH XL - 1LT,2023,0,0,3950
384,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC002,GLYFOFLASH XL - 5LT,2023,0,0,3950
385,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC003,GLYFOFLASH XL - 20LT,2023,0,0,3950
386,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.JOV00019,RATRAP KIT,2023,0,0,3950
387,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL006,RODEX TRIGO - 150GR,2023,0,0,3950
388,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL007,ROBAN PASTA - 150GR,2023,0,0,3950
389,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,3950
390,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,PAL.EUR.,EURO PALETE,2023,0,0,3950
391,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0007,RETENOL-5LTº.,2023,4,282.53,2795
392,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0097,CALCIFRUIT 20 LT,2023,6,290.3,2795
393,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0166,EFICAL WSP - 5KG,2023,25,984.6,2795
394,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2023,12,104.22,2795
395,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00053,100 MOSCAS - 4x20gr,2023,6,39.96,2795
396,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00084,KOSMET - 5LT,2023,24,1449.79,2795
397,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2023,0,0,2852
398,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0005,KELPAC -1LTº.,2023,12,204.61,2852
399,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0006,RETENOL-1LTº.,2023,12,212.38,2852
400,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0059,NATURMIX MG - 20LTº.,2023,2,237.25,2852
401,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2023,150,1752.54,2852
402,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2023,2,112.72,2852
403,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00043,SILIS - 5LT,2023,8,481.78,2852
404,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00048,ZUM VOADORES - 600ML,2023,0,0,2852
405,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00083,KOSMET - 1LT,2023,12,187.11,2852
406,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00084,KOSMET - 5LT,2023,4,271.84,2852
407,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2023,0,0,2852
408,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0010,DIPTRON - 100ML,2023,0,0,2852
409,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0013,MASTERFLY - 1LT,2023,60,320.4,2852
410,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2023,0,0,2852
411,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0036,MASTERFLY - 520ML,2023,60,256.8,2852
412,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP019,LECISEI - 1LT,2023,12,104.76,2852
413,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP020,LECISEI - 5LT,2023,4,139.64,2852
414,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP025,BRYOSEI - 1LT,2023,24,310.88,2852
415,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2023,0,0,2852
416,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",PAL.EUR.,EURO PALETE,2023,0,0,2852
417,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",PAL.PQ,PALETE PEQUENA,2023,0,0,2852
418,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00020,FORMIGEL - 3UN,2023,24,52.32,23A
419,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00047,ZUM LACA - 300ML,2023,12,46.17,23A
420,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2023,12,104.22,23A
421,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00053,100 MOSCAS - 4x20gr,2023,6,39.96,23A
422,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00054,100 MOSCAS - 240gr,2023,12,117.72,23A
423,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00055,100 MOSCAS - ARM 10lt,2023,6,88.56,23A
424,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.KEY012,FLUROKEY - 100ML,2023,24,107.89,23A
425,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.PEL004,VERTOX PELLET - 150GR,2023,210,161.6,23A
426,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.PEL007,ROBAN PASTA - 150GR,2023,140,113.72,23A
427,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0010,DIPTRON - 100ML,2023,24,2383,23A
428,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0013,MASTERFLY - 1LT,2023,36,192.38,23A
429,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0014,MASTERFLY  VESPAS- 1LT,2023,12,88.75,23A
430,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0035,DIPTRON RTU - 500ML,2023,16,94.32,23A
431,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0010,DIPTRON - 100ML,2023,96,846.72,4035
432,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0013,MASTERFLY - 1LT,2023,1524,6858,4035
433,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2023,216,1345.25,4035
434,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2023,480,2544,4035
435,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.UNIV0018,"ARPON ""G"" - 1LTº.",2023,12,412.56,4035
436,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",PAL.EUR.,EURO PALETE,2023,0,0,4035
437,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00037,HARPUN - 100ML,2023,0,0,12A
438,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00129,COMPLESAL 5-8-10 1LT,2023,0,0,12A
439,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00131,COMPLESAL CALCIO - 1LT,2023,0,0,12A
440,"LUÍS FERNANDES & FERNANDES, LDA.",J.PEL010,VERTOX FORTE PASTA - 1KG,2023,0,0,12A
441,"LUÍS FERNANDES & FERNANDES, LDA.",J.PEL011,VERTOX PELLET - 150GR (cx90),2023,0,0,12A
442,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0010,DIPTRON - 100ML,2023,0,0,12A
443,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0013,MASTERFLY - 1LT,2023,0,0,12A
444,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0035,DIPTRON RTU - 500ML,2023,0,0,12A
445,"LUÍS FERNANDES & FERNANDES, LDA.",J.UNIV0015,"ARPON ""G"" - 100ML",2023,0,0,12A
446,"LUÍS FERNANDES & FERNANDES, LDA.",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2023,0,0,12A
447,"LUÍS FERNANDES & FERNANDES, LDA.",J.ZA00077,TOPAZE - 70 ML,2023,0,0,12A
448,"LUÍS FERNANDES & FERNANDES, LDA.",PAL.EUR.,EURO PALETE,2023,0,0,12A
449,"MACMEL, LDA",J.QM0013,MASTERFLY - 1LT,2023,120,641.25,11A
450,"MACMEL, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2023,144,1064.99,11A
451,"MANUEL GOMES LOURENÇO, LDA",J.DAY0006,RETENOL-1LTº.,2023,12,188.78,5390
452,"MANUEL GOMES LOURENÇO, LDA",J.DAY0007,RETENOL-5LTº.,2023,4,282.53,5390
453,"MANUEL GOMES LOURENÇO, LDA",J.DAY0008,NATURAMIN WSP-1KG,2023,20,400.52,5390
454,"MANUEL GOMES LOURENÇO, LDA",J.DAY0013,NATURCOMPLET-G-25KG,2023,0,0,5390
455,"MANUEL GOMES LOURENÇO, LDA",J.DAY0023,RETENOL - 20LTº.,2023,2,552.67,5390
456,"MANUEL GOMES LOURENÇO, LDA",J.JOV00043,SILIS - 5LT,2023,8,428.26,5390
457,"MANUEL GOMES LOURENÇO, LDA",J.JOV00047,ZUM LACA - 300ML,2023,0,0,5390
