Indice,nome,ref,design,Data,Quant,Eur,numero_de_cliente
1901,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00047,ZUM LACA - 300ML,2025,0,0,23A
1902,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,0,0,23A
1903,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00053,100 MOSCAS - 4x20gr,2025,0,0,23A
1904,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00054,100 MOSCAS - 240gr,2025,0,0,23A
1905,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00055,100 MOSCAS - ARM 10lt,2025,0,0,23A
1906,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.KEY012,FLUROKEY - 100ML,2025,0,0,23A
1907,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.PEL004,VERTOX PELLET - 150GR,2025,0,0,23A
1908,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.PEL007,ROBAN PASTA - 150GR,2025,0,0,23A
1909,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0010,DIPTRON - 100ML,2025,0,0,23A
1910,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0013,MASTERFLY - 1LT,2025,0,0,23A
1911,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,23A
1912,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,23A
1913,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0010,DIPTRON - 100ML,2025,0,0,4035
1914,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,4035
1915,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,4035
1916,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,4035
1917,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",J.UNIV0018,"ARPON ""G"" - 1LTº.",2025,0,0,4035
1918,"LOKIMAT, IMPORTAÇÃO E COMERCIO, LDA",PAL.EUR.,EURO PALETE,2025,0,0,4035
1919,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00037,HARPUN - 100ML,2025,30,0,12A
1920,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00129,COMPLESAL 5-8-10 1LT,2025,24,0,12A
1921,"LUÍS FERNANDES & FERNANDES, LDA.",J.JOV00131,COMPLESAL CALCIO - 1LT,2025,24,0,12A
1922,"LUÍS FERNANDES & FERNANDES, LDA.",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,300,0,12A
1923,"LUÍS FERNANDES & FERNANDES, LDA.",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,900,0,12A
1924,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0010,DIPTRON - 100ML,2025,0,0,12A
1925,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0013,MASTERFLY - 1LT,2025,0,0,12A
1926,"LUÍS FERNANDES & FERNANDES, LDA.",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,12A
1927,"LUÍS FERNANDES & FERNANDES, LDA.",J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,12A
1928,"LUÍS FERNANDES & FERNANDES, LDA.",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2025,50,0,12A
1929,"LUÍS FERNANDES & FERNANDES, LDA.",J.ZA00077,TOPAZE - 70 ML,2025,40,0,12A
1930,"LUÍS FERNANDES & FERNANDES, LDA.",PAL.EUR.,EURO PALETE,2025,0,0,12A
1931,"MACMEL, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,11A
1932,"MACMEL, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,11A
1933,"MANUEL GOMES LOURENÇO, LDA",J.DAY0006,RETENOL-1LTº.,2025,0,0,5390
1934,"MANUEL GOMES LOURENÇO, LDA",J.DAY0007,RETENOL-5LTº.,2025,4,0,5390
1935,"MANUEL GOMES LOURENÇO, LDA",J.DAY0008,NATURAMIN WSP-1KG,2025,20,0,5390
1936,"MANUEL GOMES LOURENÇO, LDA",J.DAY0013,NATURCOMPLET-G-25KG,2025,80,0,5390
1937,"MANUEL GOMES LOURENÇO, LDA",J.DAY0023,RETENOL - 20LTº.,2025,2,0,5390
1938,"MANUEL GOMES LOURENÇO, LDA",J.JOV00043,SILIS - 5LT,2025,8,0,5390
1939,"MANUEL GOMES LOURENÇO, LDA",J.JOV00047,ZUM LACA - 300ML,2025,12,0,5390
1940,"MANUEL GOMES LOURENÇO, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,5390
1941,"MANUEL GOMES LOURENÇO, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,5390
1942,"MANUEL GOMES LOURENÇO, LDA",J.QM0036,MASTERFLY - 520ML,2025,0,0,5390
1943,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0007,RETENOL-5LTº.,2025,0,0,25A
1944,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0009,NATURAMIN WSP-5KG,2025,0,0,25A
1945,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0059,NATURMIX MG - 20LTº.,2025,0,0,25A
1946,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.DAY0061,NATURVITAL PLUS - 20LTº.,2025,0,0,25A
1947,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.QM0010,DIPTRON - 100ML,2025,0,0,25A
1948,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.SEIP006,ABENTA - 5LT,2025,0,0,25A
1949,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.SEIP030,AMICOS-SYSTEM - 1LT,2025,0,0,25A
1950,MANUEL JOSE DE SEABRA ESTRELA ESTEVES,J.SEIP031,AMICOS-SYSTEM - 5LT,2025,0,0,25A
1951,MARLENE AURORA GONÇALVES DOS SANTOS,J.JOV00030,FERREX JARDIM - 300GR,2025,20,0,10A
1952,MARLENE AURORA GONÇALVES DOS SANTOS,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,12,0,10A
1953,MARLENE AURORA GONÇALVES DOS SANTOS,J.JOV00053,100 MOSCAS - 4x20gr,2025,6,0,10A
1954,MARLENE AURORA GONÇALVES DOS SANTOS,J.PEL006,RODEX TRIGO - 150GR,2025,70,0,10A
1955,MARLENE AURORA GONÇALVES DOS SANTOS,J.PEL007,ROBAN PASTA - 150GR,2025,70,0,10A
1956,MARLENE AURORA GONÇALVES DOS SANTOS,J.QM0013,MASTERFLY - 1LT,2025,0,0,10A
1957,MARLENE AURORA GONÇALVES DOS SANTOS,J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2025,0,0,10A
1958,MARLENE AURORA GONÇALVES DOS SANTOS,J.QM0035,DIPTRON RTU - 500ML,2025,24,0,10A
1959,MARLENE AURORA GONÇALVES DOS SANTOS,J.SP0009,BORDOGREEN CONCENTRADO-100ML,2025,48,0,10A
1960,MARLENE AURORA GONÇALVES DOS SANTOS,TRANSP.MERC.,Transporte de Mercadorias,2025,2,0,10A
1961,"MCGAD, LDA",J.BIAG006,FOLI-STOP 1KG,2025,24,0,4696
1962,"MCGAD, LDA",J.DAY00130,NATURQUEL ZN-20 LTº.,2025,0,0,4696
1963,"MCGAD, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2025,0,0,4696
1964,"MCGAD, LDA",J.DAY0071,NATURQUEL BORO-1LTº.,2025,24,0,4696
1965,"MCGAD, LDA",J.DAY0072,NATURQUEL BORO-5 LTº.,2025,4,0,4696
1966,"MCGAD, LDA",J.DAY0162,PROMOSTAR-5LTº.,2025,0,0,4696
1967,"MCGAD, LDA",J.JOV00028,CUC 75 FLOW - 1 LT,2025,0,0,4696
1968,"MCGAD, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,4696
1969,"MCGAD, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,4696
1970,"MCGAD, LDA",J.SEIP008,ASTRAL - 5LT,2025,0,0,4696
1971,"MCGAD, LDA",PAL.PQ,PALETE PEQUENA,2025,0,0,4696
1972,"MOGAVET, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,140,0,9A
1973,"MOGAVET, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,2800,0,9A
1974,"MOGAVET, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,360,0,9A
1975,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,2732
1976,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,2732
1977,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,2732
1978,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.JOV00046,BOTREFIN - 1KG,2025,20,0,2732
1979,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.JOV00057,ZUPRA CZ-5LT,2025,0,0,2732
1980,"MONCORVAGRI-COM.  PROD.AGRICOLAS,LDA",J.PEL006,RODEX TRIGO - 150GR,2025,840,0,2732
1981,"NADINE FERNANDES, UNIPESSOAL, LDA",J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,8A
1982,"NADINE FERNANDES, UNIPESSOAL, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,8A
1983,"NADINE FERNANDES, UNIPESSOAL, LDA",J.JOV00047,ZUM LACA - 300ML,2025,36,0,8A
1984,"NADINE FERNANDES, UNIPESSOAL, LDA",J.JOV00048,ZUM VOADORES - 600ML,2025,36,0,8A
1985,"NADINE FERNANDES, UNIPESSOAL, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,12,0,8A
1986,"NADINE FERNANDES, UNIPESSOAL, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,140,0,8A
1987,"NADINE FERNANDES, UNIPESSOAL, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,180,0,8A
1988,"NADINE FERNANDES, UNIPESSOAL, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,8A
1989,"NADINE FERNANDES, UNIPESSOAL, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,8A
1990,"NADINE FERNANDES, UNIPESSOAL, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,24,0,8A
1991,"NADINE FERNANDES, UNIPESSOAL, LDA",PAL.PQ,PALETE PEQUENA,2025,1,0,8A
1992,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,7A
1993,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,7A
1994,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.BIAG006,FOLI-STOP 1KG,2025,12,0,7A
1995,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0009,NATURAMIN WSP-5KG,2025,4,0,7A
1996,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0041,NATURFRUIT - 20LTº.,2025,0,0,7A
1997,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0059,NATURMIX MG - 20LTº.,2025,2,0,7A
1998,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.DAY0145,NATURAL WSP - 5KG,2025,5,0,7A
1999,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.JOV00142,KENPYR - 5LT,2025,16,0,7A
2000,"NITRILON - AGRÍCOLA, UNIPESSOAL,LDA.",J.SEIP027,BRYOSEI - 20LT,2025,0,0,7A
2001,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.BIAG001,NETAPSILA - 5LT,2025,6,0,4233
2002,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.BIAG006,FOLI-STOP 1KG,2025,1000,0,4233
2003,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.BIAG012,HYDRACUP - 5LT,2025,0,0,4233
2004,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0001,SYNCRON-5LTº.,2025,12,0,4233
2005,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0002,NITROACTIVE - 20LTº.,2025,28,0,4233
2006,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0003,KELPAK- 5 LTº.,2025,0,0,4233
2007,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0004,KELPAK - 20LTº.,2025,57,0,4233
2008,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0006,RETENOL-1LTº.,2025,0,0,4233
2009,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0009,NATURAMIN WSP-5KG,2025,124,0,4233
2010,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0010,MADUREL-5LTº.,2025,20,0,4233
2011,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0013,NATURCOMPLET-G-25KG,2025,40,0,4233
2012,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY00131,NATURQUEL CA/B-20LTº.,2025,4,0,4233
2013,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0023,RETENOL - 20LTº.,2025,18,0,4233
2014,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0038,NATURCOMPLET-G-500KG,2025,0,0,4233
2015,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2025,0,0,4233
2016,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2025,44,0,4233
2017,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0062,NATURVITAL PLUS - 1000LTº.,2025,2,0,4233
2018,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0072,NATURQUEL BORO-5 LTº.,2025,0,0,4233
2019,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0097,CALCIFRUIT 20 LT,2025,4,0,4233
2020,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0098,PROMOSTAR - 20LTº.,2025,0,0,4233
2021,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0107,MADUREL - 20LT,2025,11,0,4233
2022,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0116,VALTAR-5LTº.,2025,0,0,4233
2023,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0121,NATURAMIN WSP 40x5 KG,2025,0,0,4233
2024,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0128,CYTOPLAN 400 - 20 LTº.,2025,18,0,4233
2025,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0143,KELPAK - 1000LT,2025,1,0,4233
2026,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0144,CYTOPLANT - 5LT,2025,0,0,4233
2027,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0162,PROMOSTAR-5LTº.,2025,0,0,4233
2028,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0163,ENERPLUS-1KG,2025,0,0,4233
2029,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0166,EFICAL WSP - 5KG,2025,110,0,4233
2030,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.DAY0172,NATURAL WSP - 1KG,2025,0,0,4233
2031,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00019,RATRAP KIT,2025,0,0,4233
2032,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00020,FORMIGEL - 3UN,2025,0,0,4233
2033,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00030,FERREX JARDIM - 300GR,2025,0,0,4233
2034,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00043,SILIS - 5LT,2025,8,0,4233
2035,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00047,ZUM LACA - 300ML,2025,0,0,4233
2036,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00048,ZUM VOADORES - 600ML,2025,0,0,4233
2037,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,0,0,4233
2038,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2025,0,0,4233
2039,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00054,100 MOSCAS - 240gr,2025,0,0,4233
2040,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2025,0,0,4233
2041,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00056,ZUPRA CZ-1LT,2025,0,0,4233
2042,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00057,ZUPRA CZ-5LT,2025,0,0,4233
2043,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00058,ZUPRA CZ-20LT,2025,60,0,4233
2044,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00072,CITROMAZINC - 1LT,2025,0,0,4233
2045,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00080,BIOAGENASOL - 20KG,2025,0,0,4233
2046,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00083,KOSMET - 1LT,2025,0,0,4233
2047,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00084,KOSMET - 5LT,2025,0,0,4233
2048,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00116,ONI-ON - 1LT,2025,0,0,4233
2049,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00117,ONI-ON - 5LT,2025,80,0,4233
2050,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.JOV00124,DIFENOFIN - 5LT,2025,80,0,4233
2051,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.KEY012,FLUROKEY - 100ML,2025,0,0,4233
2052,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.PHER018,SAVALIM - 20LT,2025,0,0,4233
2053,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0010,DIPTRON - 100ML,2025,0,0,4233
2054,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,4233
2055,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2025,0,0,4233
2056,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,4233
2057,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,4233
2058,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ROT0006,MARISOL - 5LT,2025,0,0,4233
2059,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP008,ASTRAL - 5LT,2025,0,0,4233
2060,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP027,BRYOSEI - 20LT,2025,0,0,4233
2061,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP031,AMICOS-SYSTEM - 5LT,2025,0,0,4233
2062,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP041,FUNGISEI - 5LT,2025,0,0,4233
2063,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.SEIP042,MULTISEI - 1000lt,2025,0,0,4233
2064,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,4233
2065,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ZA00110,STIMUFOL K ROJO-5KG,2025,0,0,4233
2066,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ZA00506,SEQUESTRENE - 10 KG,2025,0,0,4233
2067,"NOBRE E AZEVEDO UNIPESSOAL, LDA",J.ZA00576,AMISTAR TOP - 5LT,2025,0,0,4233
2068,"NOBRE E AZEVEDO UNIPESSOAL, LDA",PAL.EUR.,EURO PALETE,2025,0,0,4233
2069,"NOBRE E AZEVEDO UNIPESSOAL, LDA",PAL.PQ,PALETE PEQUENA,2025,0,0,4233
2070,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0075,FIPON MONO GATOS,2025,0,0,5122
2071,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0076,FIPON MONO CÃO S,2025,0,0,5122
2072,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0077,FIPON MONO CÃO M,2025,0,0,5122
2073,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0078,FIPON MONO CÃO L,2025,0,0,5122
2074,"NOVAVET - PRODUTOS AGRO-PECUARIOS, LDA",J.UNIV0079,FIPON MONO CÃO XL,2025,0,0,5122
2075,PATRICK CARVALHO RODRIGUES,J.DAY0022,NATURFRUIT - 1LTº.,2025,11,0,6A
2076,PATRICK CARVALHO RODRIGUES,J.JOV00048,ZUM VOADORES - 600ML,2025,24,0,6A
2077,PATRICK CARVALHO RODRIGUES,J.PEL010,VERTOX FORTE PASTA - 1KG,2025,15,0,6A
2078,PATRICK CARVALHO RODRIGUES,J.QM0013,MASTERFLY - 1LT,2025,0,0,6A
2079,PATRICK CARVALHO RODRIGUES,J.QM0035,DIPTRON RTU - 500ML,2025,0,0,6A
2080,PATRICK CARVALHO RODRIGUES,TRANSP.MERC.,Transporte de Mercadorias,2025,0,0,6A
2081,"PEREIRAS & ALMEIDA, LDA.",J.BIAG001,NETAPSILA - 5LT,2025,4,0,2801
2082,"PEREIRAS & ALMEIDA, LDA.",J.BIAG006,FOLI-STOP 1KG,2025,36,0,2801
2083,"PEREIRAS & ALMEIDA, LDA.",J.BIAG012,HYDRACUP - 5LT,2025,0,0,2801
2084,"PEREIRAS & ALMEIDA, LDA.",J.DAY0003,KELPAK- 5 LTº.,2025,24,0,2801
2085,"PEREIRAS & ALMEIDA, LDA.",J.DAY0004,KELPAK - 20LTº.,2025,8,0,2801
2086,"PEREIRAS & ALMEIDA, LDA.",J.DAY0007,RETENOL-5LTº.,2025,0,0,2801
2087,"PEREIRAS & ALMEIDA, LDA.",J.DAY0008,NATURAMIN WSP-1KG,2025,100,0,2801
2088,"PEREIRAS & ALMEIDA, LDA.",J.DAY0009,NATURAMIN WSP-5KG,2025,0,0,2801
2089,"PEREIRAS & ALMEIDA, LDA.",J.DAY0010,MADUREL-5LTº.,2025,0,0,2801
2090,"PEREIRAS & ALMEIDA, LDA.",J.DAY0011,NATURFRUIT-5LTº.,2025,4,0,2801
2091,"PEREIRAS & ALMEIDA, LDA.",J.DAY0013,NATURCOMPLET-G-25KG,2025,40,0,2801
2092,"PEREIRAS & ALMEIDA, LDA.",J.DAY0023,RETENOL - 20LTº.,2025,0,0,2801
2093,"PEREIRAS & ALMEIDA, LDA.",J.DAY0061,NATURVITAL PLUS - 20LTº.,2025,30,0,2801
2094,"PEREIRAS & ALMEIDA, LDA.",J.DAY0062,NATURVITAL PLUS - 1000LTº.,2025,0,0,2801
2095,"PEREIRAS & ALMEIDA, LDA.",J.DAY0116,VALTAR-5LTº.,2025,4,0,2801
2096,"PEREIRAS & ALMEIDA, LDA.",J.DAY0144,CYTOPLANT - 5LT,2025,0,0,2801
2097,"PEREIRAS & ALMEIDA, LDA.",J.DAY0163,ENERPLUS-1KG,2025,0,0,2801
2098,"PEREIRAS & ALMEIDA, LDA.",J.DAY0166,EFICAL WSP - 5KG,2025,0,0,2801
2099,"PEREIRAS & ALMEIDA, LDA.",J.DAY0168,COP STAR - 20LTº,2025,0,0,2801
2100,"PEREIRAS & ALMEIDA, LDA.",J.DAY0175,NUPTAK-1KG,2025,0,0,2801
2101,"PEREIRAS & ALMEIDA, LDA.",J.JOV00019,RATRAP KIT,2025,0,0,2801
2102,"PEREIRAS & ALMEIDA, LDA.",J.JOV00043,SILIS - 5LT,2025,8,0,2801
2103,"PEREIRAS & ALMEIDA, LDA.",J.JOV00057,ZUPRA CZ-5LT,2025,0,0,2801
2104,"PEREIRAS & ALMEIDA, LDA.",J.JOV00058,ZUPRA CZ-20LT,2025,6,0,2801
2105,"PEREIRAS & ALMEIDA, LDA.",J.JOV00072,CITROMAZINC - 1LT,2025,0,0,2801
2106,"PEREIRAS & ALMEIDA, LDA.",J.JOV00073,CITROMAZINC - 5LT,2025,400,0,2801
2107,"PEREIRAS & ALMEIDA, LDA.",J.JOV00084,KOSMET - 5LT,2025,12,0,2801
2108,"PEREIRAS & ALMEIDA, LDA.",J.JOV00093,CLIN PLUS - 5LT,2025,400,0,2801
2109,"PEREIRAS & ALMEIDA, LDA.",J.JOV00099,KUGEL EQUISETUM - 1LT,2025,0,0,2801
2110,"PEREIRAS & ALMEIDA, LDA.",J.JOV00114,KUGEL EQUISETUM - 10LT,2025,100,0,2801
2111,"PEREIRAS & ALMEIDA, LDA.",J.JOV00116,ONI-ON - 1LT,2025,0,0,2801
2112,"PEREIRAS & ALMEIDA, LDA.",J.JOV00117,ONI-ON - 5LT,2025,80,0,2801
2113,"PEREIRAS & ALMEIDA, LDA.",J.JOV00136,RIBATOP 5 - 500GR,2025,0,0,2801
2114,"PEREIRAS & ALMEIDA, LDA.",J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2025,0,0,2801
2115,"PEREIRAS & ALMEIDA, LDA.",J.SEIP010,NAPHOS - 5LT,2025,0,0,2801
2116,"PEREIRAS & ALMEIDA, LDA.",J.SEIP026,BRYOSEI - 5LT,2025,0,0,2801
2117,"PEREIRAS & ALMEIDA, LDA.",J.SEIP033,FUNGISEI - 1LT,2025,0,0,2801
2118,"PEREIRAS & ALMEIDA, LDA.",J.SEIP041,FUNGISEI - 5LT,2025,0,0,2801
2119,"PEREIRAS & ALMEIDA, LDA.",PAL.PQ,PALETE PEQUENA,2025,0,0,2801
2120,"PETALA SUGESTIVA - UNIPESSOAL, LDA",J.DAY0003,KELPAK- 5 LTº.,2025,0,0,21A
2121,"PETALA SUGESTIVA - UNIPESSOAL, LDA",J.DAY0004,KELPAK - 20LTº.,2025,0,0,21A
2122,"PETALA SUGESTIVA - UNIPESSOAL, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2025,0,0,21A
2123,"POTINHO CERTO, LDA",J.JOV00047,ZUM LACA - 300ML,2025,0,0,5664
2124,"POTINHO CERTO, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,5664
2125,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0003,KELPAK- 5 LTº.,2025,0,0,5612
2126,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0005,KELPAC -1LTº.,2025,0,0,5612
2127,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0006,RETENOL-1LTº.,2025,0,0,5612
2128,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0007,RETENOL-5LTº.,2025,20,0,5612
